STN_NM,TM,SUM_RN
Incheon,2022-03-01,100.3
Incheon,2022-04-01,0.0
Incheon,2022-05-01,77.6
Incheon,2022-06-01,211.6
Incheon,2022-07-01,243.5
Incheon,2022-08-01,283.6
Incheon,2022-09-01,252.0
Incheon,2022-10-01,208.4
Incheon,2022-11-01,173.6
Incheon,2022-12-01,100.0
Incheon,2023-01-01,96.4
Incheon,2023-02-01,0.0
Incheon,2023-03-01,0.0
Incheon,2023-04-01,1.3
Incheon,2023-05-01,100.7
Incheon,2023-06-01,144.5
Incheon,2023-07-01,117.8
Incheon,2023-08-01,225.4
Incheon,2023-09-01,208.6
Incheon,2023-10-01,187.6
Incheon,2023-11-01,160.9
Incheon,2023-12-01,145.0
Incheon,2024-01-01,127.2
Incheon,2024-02-01,19.5
Incheon,2024-03-01,82.1
Incheon,2024-04-01,55.6
Incheon,2024-05-01,120.0
Incheon,2024-06-01,129.6
Incheon,2024-07-01,132.2
Incheon,2024-08-01,266.3
Incheon,2024-09-01,260.5
Incheon,2024-10-01,198.1
Incheon,2024-11-01,128.6
Incheon,2024-12-01,149.5
Incheon,2025-01-01,63.0
Incheon,2025-02-01,0.0
Incheon,2025-03-01,63.0
Incheon,2025-04-01,74.0
Incheon,2025-05-01,30.3
Incheon,2025-06-01,105.8
Incheon,2025-07-01,218.0
Incheon,2025-08-01,137.4
Incheon,2025-09-01,238.8
Incheon,2025-10-01,190.4
Incheon,2025-11-01,219.8
Incheon,2025-12-01,112.1
Daejeon,2001-01-01,119.8
Daejeon,2001-02-01,38.4
Daejeon,2001-03-01,43.3
Daejeon,2001-04-01,0.0
Daejeon,2001-05-01,27.4
Daejeon,2001-06-01,108.8
Daejeon,2001-07-01,181.0
Daejeon,2001-08-01,188.0
Daejeon,2001-09-01,175.7
Daejeon,2001-10-01,243.2
Daejeon,2001-11-01,248.0
Daejeon,2001-12-01,162.7
Daejeon,2002-01-01,45.9
Daejeon,2002-02-01,28.5
Daejeon,2002-03-01,26.8
Daejeon,2002-04-01,66.8
Daejeon,2002-05-01,37.3
Daejeon,2002-06-01,111.5
Daejeon,2002-07-01,165.0
Daejeon,2002-08-01,198.7
Daejeon,2002-09-01,229.9
Daejeon,2002-10-01,182.6
Daejeon,2002-11-01,176.3
Daejeon,2002-12-01,150.9
Daejeon,2003-01-01,34.8
Daejeon,2003-02-01,32.4
Daejeon,2003-03-01,0.0
Daejeon,2003-04-01,40.5
Daejeon,2003-05-01,99.9
Daejeon,2003-06-01,130.2
Daejeon,2003-07-01,146.1
Daejeon,2003-08-01,295.6
Daejeon,2003-09-01,214.9
Daejeon,2003-10-01,262.7
Daejeon,2003-11-01,139.3
Daejeon,2003-12-01,109.0
Daejeon,2004-01-01,109.2
Daejeon,2004-02-01,124.7
Daejeon,2004-03-01,66.4
Daejeon,2004-04-01,32.3
Daejeon,2004-05-01,47.6
Daejeon,2004-06-01,58.6
Daejeon,2004-07-01,209.2
Daejeon,2004-08-01,244.7
Daejeon,2004-09-01,195.8
Daejeon,2004-10-01,166.8
Daejeon,2004-11-01,249.9
Daejeon,2004-12-01,90.1
Daejeon,2005-01-01,107.8
Daejeon,2005-02-01,94.5
Daejeon,2005-03-01,81.8
Daejeon,2005-04-01,0.0
Daejeon,2005-05-01,60.0
Daejeon,2005-06-01,116.3
Daejeon,2005-07-01,119.5
Daejeon,2005-08-01,212.9
Daejeon,2005-09-01,210.1
Daejeon,2005-10-01,205.2
Daejeon,2005-11-01,172.4
Daejeon,2005-12-01,111.5
Daejeon,2006-01-01,68.9
Daejeon,2006-02-01,4.8
Daejeon,2006-03-01,69.5
Daejeon,2006-04-01,68.8
Daejeon,2006-05-01,69.2
Daejeon,2006-06-01,164.5
Daejeon,2006-07-01,223.3
Daejeon,2006-08-01,209.9
Daejeon,2006-09-01,244.5
Daejeon,2006-10-01,240.6
Daejeon,2006-11-01,257.3
Daejeon,2006-12-01,111.9
Daejeon,2007-01-01,127.8
Daejeon,2007-02-01,22.3
Daejeon,2007-03-01,15.4
Daejeon,2007-04-01,67.7
Daejeon,2007-05-01,106.2
Daejeon,2007-06-01,112.2
Daejeon,2007-07-01,173.8
Daejeon,2007-08-01,147.4
Daejeon,2007-09-01,183.0
Daejeon,2007-10-01,245.6
Daejeon,2007-11-01,170.9
Daejeon,2007-12-01,197.0
Daejeon,2008-01-01,80.8
Daejeon,2008-02-01,60.9
Daejeon,2008-03-01,55.6
Daejeon,2008-04-01,44.6
Daejeon,2008-05-01,68.4
Daejeon,2008-06-01,106.6
Daejeon,2008-07-01,195.9
Daejeon,2008-08-01,235.6
Daejeon,2008-09-01,254.9
Daejeon,2008-10-01,229.8
Daejeon,2008-11-01,199.8
Daejeon,2008-12-01,127.6
Daejeon,2009-01-01,98.6
Daejeon,2009-02-01,79.2
Daejeon,2009-03-01,44.2
Daejeon,2009-04-01,58.6
Daejeon,2009-05-01,0.0
Daejeon,2009-06-01,127.9
Daejeon,2009-07-01,173.3
Daejeon,2009-08-01,246.7
Daejeon,2009-09-01,204.1
Daejeon,2009-10-01,242.3
Daejeon,2009-11-01,150.0
Daejeon,2009-12-01,174.7
Daejeon,2010-01-01,57.3
Daejeon,2010-02-01,36.3
Daejeon,2010-03-01,71.1
Daejeon,2010-04-01,17.3
Daejeon,2010-05-01,44.2
Daejeon,2010-06-01,111.2
Daejeon,2010-07-01,205.7
Daejeon,2010-08-01,223.6
Daejeon,2010-09-01,195.6
Daejeon,2010-10-01,155.9
Daejeon,2010-11-01,113.9
Daejeon,2010-12-01,134.8
Daejeon,2011-01-01,91.0
Daejeon,2011-02-01,77.7
Daejeon,2011-03-01,73.9
Daejeon,2011-04-01,7.3
Daejeon,2011-05-01,56.7
Daejeon,2011-06-01,192.8
Daejeon,2011-07-01,189.2
Daejeon,2011-08-01,201.8
Daejeon,2011-09-01,235.3
Daejeon,2011-10-01,254.2
Daejeon,2011-11-01,198.6
Daejeon,2011-12-01,146.0
Daejeon,2012-01-01,73.7
Daejeon,2012-02-01,94.1
Daejeon,2012-03-01,42.1
Daejeon,2012-04-01,36.2
Daejeon,2012-05-01,48.3
Daejeon,2012-06-01,168.9
Daejeon,2012-07-01,183.4
Daejeon,2012-08-01,206.9
Daejeon,2012-09-01,203.8
Daejeon,2012-10-01,170.6
Daejeon,2012-11-01,255.0
Daejeon,2012-12-01,115.2
Daejeon,2013-01-01,102.3
Daejeon,2013-02-01,34.5
Daejeon,2013-03-01,31.4
Daejeon,2013-04-01,9.8
Daejeon,2013-05-01,19.8
Daejeon,2013-06-01,103.3
Daejeon,2013-07-01,170.1
Daejeon,2013-08-01,304.4
Daejeon,2013-09-01,209.8
Daejeon,2013-10-01,179.4
Daejeon,2013-11-01,199.1
Daejeon,2013-12-01,154.4
Daejeon,2014-01-01,28.6
Daejeon,2014-02-01,64.8
Daejeon,2014-03-01,40.7
Daejeon,2014-04-01,41.2
Daejeon,2014-05-01,72.1
Daejeon,2014-06-01,49.4
Daejeon,2014-07-01,126.6
Daejeon,2014-08-01,259.3
Daejeon,2014-09-01,202.3
Daejeon,2014-10-01,209.8
Daejeon,2014-11-01,196.2
Daejeon,2014-12-01,79.7
Daejeon,2015-01-01,84.1
Daejeon,2015-02-01,58.8
Daejeon,2015-03-01,65.1
Daejeon,2015-04-01,28.2
Daejeon,2015-05-01,74.8
Daejeon,2015-06-01,112.1
Daejeon,2015-07-01,177.5
Daejeon,2015-08-01,252.8
Daejeon,2015-09-01,246.5
Daejeon,2015-10-01,184.9
Daejeon,2015-11-01,241.4
Daejeon,2015-12-01,119.2
Daejeon,2016-01-01,141.6
Daejeon,2016-02-01,68.1
Daejeon,2016-03-01,41.7
Daejeon,2016-04-01,84.5
Daejeon,2016-05-01,148.7
Daejeon,2016-06-01,114.4
Daejeon,2016-07-01,252.7
Daejeon,2016-08-01,231.5
Daejeon,2016-09-01,140.9
Daejeon,2016-10-01,184.5
Daejeon,2016-11-01,169.4
Daejeon,2016-12-01,172.6
Daejeon,2017-01-01,112.9
Daejeon,2017-02-01,16.6
Daejeon,2017-03-01,113.6
Daejeon,2017-04-01,48.7
Daejeon,2017-05-01,103.4
Daejeon,2017-06-01,96.5
Daejeon,2017-07-01,127.2
Daejeon,2017-08-01,225.4
Daejeon,2017-09-01,265.7
Daejeon,2017-10-01,270.2
Daejeon,2017-11-01,231.0
Daejeon,2017-12-01,97.3
Daejeon,2018-01-01,99.7
Daejeon,2018-02-01,72.2
Daejeon,2018-03-01,15.8
Daejeon,2018-04-01,116.1
Daejeon,2018-05-01,175.0
Daejeon,2018-06-01,139.3
Daejeon,2018-07-01,217.8
Daejeon,2018-08-01,223.9
Daejeon,2018-09-01,280.0
Daejeon,2018-10-01,170.2
Daejeon,2018-11-01,123.4
Daejeon,2018-12-01,131.6
Daejeon,2019-01-01,53.5
Daejeon,2019-02-01,23.4
Daejeon,2019-03-01,0.0
Daejeon,2019-04-01,108.1
Daejeon,2019-05-01,97.4
Daejeon,2019-06-01,171.8
Daejeon,2019-07-01,207.2
Daejeon,2019-08-01,202.9
Daejeon,2019-09-01,268.1
Daejeon,2019-10-01,172.9
Daejeon,2019-11-01,167.9
Daejeon,2019-12-01,62.2
Daejeon,2020-01-01,72.9
Daejeon,2020-02-01,38.4
Daejeon,2020-03-01,75.6
Daejeon,2020-04-01,89.2
Daejeon,2020-05-01,63.8
Daejeon,2020-06-01,96.7
Daejeon,2020-07-01,156.8
Daejeon,2020-08-01,120.8
Daejeon,2020-09-01,232.2
Daejeon,2020-10-01,275.2
Daejeon,2020-11-01,179.9
Daejeon,2020-12-01,134.5
Daejeon,2021-01-01,121.3
Daejeon,2021-02-01,52.1
Daejeon,2021-03-01,73.9
Daejeon,2021-04-01,64.5
Daejeon,2021-05-01,52.9
Daejeon,2021-06-01,119.6
Daejeon,2021-07-01,147.9
Daejeon,2021-08-01,165.8
Daejeon,2021-09-01,266.2
Daejeon,2021-10-01,261.7
Daejeon,2021-11-01,143.6
Daejeon,2021-12-01,76.8
Daejeon,2022-01-01,142.8
Daejeon,2022-02-01,10.9
Daejeon,2022-03-01,49.1
Daejeon,2022-04-01,65.7
Daejeon,2022-05-01,129.3
Daejeon,2022-06-01,116.6
Daejeon,2022-07-01,158.9
Daejeon,2022-08-01,248.6
Daejeon,2022-09-01,218.8
Daejeon,2022-10-01,243.1
Daejeon,2022-11-01,194.3
Daejeon,2022-12-01,146.4
Daejeon,2023-01-01,119.8
Daejeon,2023-02-01,48.2
Daejeon,2023-03-01,25.6
Daejeon,2023-04-01,45.5
Daejeon,2023-05-01,71.0
Daejeon,2023-06-01,198.8
Daejeon,2023-07-01,196.7
Daejeon,2023-08-01,187.7
Daejeon,2023-09-01,254.5
Daejeon,2023-10-01,246.1
Daejeon,2023-11-01,198.5
Daejeon,2023-12-01,122.3
Daejeon,2024-01-01,70.7
Daejeon,2024-02-01,58.5
Daejeon,2024-03-01,89.0
Daejeon,2024-04-01,57.4
Daejeon,2024-05-01,44.5
Daejeon,2024-06-01,169.4
Daejeon,2024-07-01,175.3
Daejeon,2024-08-01,257.9
Daejeon,2024-09-01,195.7
Daejeon,2024-10-01,228.5
Daejeon,2024-11-01,178.6
Daejeon,2024-12-01,145.9
Daejeon,2025-01-01,112.9
Daejeon,2025-02-01,38.7
Daejeon,2025-03-01,10.2
Daejeon,2025-04-01,55.9
Daejeon,2025-05-01,72.6
Daejeon,2025-06-01,132.4
Daejeon,2025-07-01,252.2
Daejeon,2025-08-01,185.1
Daejeon,2025-09-01,217.0
Daejeon,2025-10-01,213.7
Daejeon,2025-11-01,144.5
Daejeon,2025-12-01,185.6
Daegu,2001-01-01,93.6
Daegu,2001-02-01,43.7
Daegu,2001-03-01,31.1
Daegu,2001-04-01,0.0
Daegu,2001-05-01,62.5
Daegu,2001-06-01,71.6
Daegu,2001-07-01,208.2
Daegu,2001-08-01,163.5
Daegu,2001-09-01,197.0
Daegu,2001-10-01,211.8
Daegu,2001-11-01,173.3
Daegu,2001-12-01,111.2
Daegu,2002-01-01,148.0
Daegu,2002-02-01,95.1
Daegu,2002-03-01,0.0
Daegu,2002-04-01,11.1
Daegu,2002-05-01,145.7
Daegu,2002-06-01,130.6
Daegu,2002-07-01,171.6
Daegu,2002-08-01,132.5
Daegu,2002-09-01,201.3
Daegu,2002-10-01,229.7
Daegu,2002-11-01,164.8
Daegu,2002-12-01,152.7
Daegu,2003-01-01,28.3
Daegu,2003-02-01,0.0
Daegu,2003-03-01,0.0
Daegu,2003-04-01,1.1
Daegu,2003-05-01,46.7
Daegu,2003-06-01,139.3
Daegu,2003-07-01,141.2
Daegu,2003-08-01,189.8
Daegu,2003-09-01,219.0
Daegu,2003-10-01,267.7
Daegu,2003-11-01,232.7
Daegu,2003-12-01,133.4
Daegu,2004-01-01,77.9
Daegu,2004-02-01,80.2
Daegu,2004-03-01,57.0
Daegu,2004-04-01,83.6
Daegu,2004-05-01,24.5
Daegu,2004-06-01,108.5
Daegu,2004-07-01,194.1
Daegu,2004-08-01,194.7
Daegu,2004-09-01,190.8
Daegu,2004-10-01,205.9
Daegu,2004-11-01,161.6
Daegu,2004-12-01,126.8
Daegu,2005-01-01,65.0
Daegu,2005-02-01,91.5
Daegu,2005-03-01,0.0
Daegu,2005-04-01,6.9
Daegu,2005-05-01,96.8
Daegu,2005-06-01,102.7
Daegu,2005-07-01,165.6
Daegu,2005-08-01,201.9
Daegu,2005-09-01,206.2
Daegu,2005-10-01,196.4
Daegu,2005-11-01,184.0
Daegu,2005-12-01,138.1
Daegu,2006-01-01,61.2
Daegu,2006-02-01,53.2
Daegu,2006-03-01,34.4
Daegu,2006-04-01,57.5
Daegu,2006-05-01,99.9
Daegu,2006-06-01,112.9
Daegu,2006-07-01,131.9
Daegu,2006-08-01,209.5
Daegu,2006-09-01,245.5
Daegu,2006-10-01,134.3
Daegu,2006-11-01,143.5
Daegu,2006-12-01,87.3
Daegu,2007-01-01,67.2
Daegu,2007-02-01,0.0
Daegu,2007-03-01,57.9
Daegu,2007-04-01,0.0
Daegu,2007-05-01,163.7
Daegu,2007-06-01,155.4
Daegu,2007-07-01,167.4
Daegu,2007-08-01,263.6
Daegu,2007-09-01,203.2
Daegu,2007-10-01,228.0
Daegu,2007-11-01,177.7
Daegu,2007-12-01,144.2
Daegu,2008-01-01,78.6
Daegu,2008-02-01,0.0
Daegu,2008-03-01,54.9
Daegu,2008-04-01,18.9
Daegu,2008-05-01,130.6
Daegu,2008-06-01,100.6
Daegu,2008-07-01,179.5
Daegu,2008-08-01,180.3
Daegu,2008-09-01,213.8
Daegu,2008-10-01,259.9
Daegu,2008-11-01,217.6
Daegu,2008-12-01,113.9
Daegu,2009-01-01,48.2
Daegu,2009-02-01,32.2
Daegu,2009-03-01,67.2
Daegu,2009-04-01,68.9
Daegu,2009-05-01,21.0
Daegu,2009-06-01,115.3
Daegu,2009-07-01,182.5
Daegu,2009-08-01,190.4
Daegu,2009-09-01,166.9
Daegu,2009-10-01,240.7
Daegu,2009-11-01,203.6
Daegu,2009-12-01,105.5
Daegu,2010-01-01,32.0
Daegu,2010-02-01,122.1
Daegu,2010-03-01,0.0
Daegu,2010-04-01,15.9
Daegu,2010-05-01,64.6
Daegu,2010-06-01,169.4
Daegu,2010-07-01,110.7
Daegu,2010-08-01,221.6
Daegu,2010-09-01,272.4
Daegu,2010-10-01,248.0
Daegu,2010-11-01,173.2
Daegu,2010-12-01,107.4
Daegu,2011-01-01,110.7
Daegu,2011-02-01,61.4
Daegu,2011-03-01,0.0
Daegu,2011-04-01,2.9
Daegu,2011-05-01,54.7
Daegu,2011-06-01,77.5
Daegu,2011-07-01,204.1
Daegu,2011-08-01,239.3
Daegu,2011-09-01,193.4
Daegu,2011-10-01,175.1
Daegu,2011-11-01,208.0
Daegu,2011-12-01,83.7
Daegu,2012-01-01,32.9
Daegu,2012-02-01,28.1
Daegu,2012-03-01,49.7
Daegu,2012-04-01,32.5
Daegu,2012-05-01,81.1
Daegu,2012-06-01,54.8
Daegu,2012-07-01,102.4
Daegu,2012-08-01,131.2
Daegu,2012-09-01,215.5
Daegu,2012-10-01,169.1
Daegu,2012-11-01,171.3
Daegu,2012-12-01,53.4
Daegu,2013-01-01,92.2
Daegu,2013-02-01,0.9
Daegu,2013-03-01,0.0
Daegu,2013-04-01,11.1
Daegu,2013-05-01,120.6
Daegu,2013-06-01,59.6
Daegu,2013-07-01,200.0
Daegu,2013-08-01,196.2
Daegu,2013-09-01,240.1
Daegu,2013-10-01,173.1
Daegu,2013-11-01,201.1
Daegu,2013-12-01,49.6
Daegu,2014-01-01,131.9
Daegu,2014-02-01,0.0
Daegu,2014-03-01,0.0
Daegu,2014-04-01,73.3
Daegu,2014-05-01,70.8
Daegu,2014-06-01,105.4
Daegu,2014-07-01,205.3
Daegu,2014-08-01,199.0
Daegu,2014-09-01,163.9
Daegu,2014-10-01,206.7
Daegu,2014-11-01,161.5
Daegu,2014-12-01,149.0
Daegu,2015-01-01,71.8
Daegu,2015-02-01,105.7
Daegu,2015-03-01,0.0
Daegu,2015-04-01,37.4
Daegu,2015-05-01,108.7
Daegu,2015-06-01,195.2
Daegu,2015-07-01,161.7
Daegu,2015-08-01,267.3
Daegu,2015-09-01,198.0
Daegu,2015-10-01,176.1
Daegu,2015-11-01,167.2
Daegu,2015-12-01,123.2
Daegu,2016-01-01,137.8
Daegu,2016-02-01,86.5
Daegu,2016-03-01,34.6
Daegu,2016-04-01,72.9
Daegu,2016-05-01,81.8
Daegu,2016-06-01,62.5
Daegu,2016-07-01,91.1
Daegu,2016-08-01,185.7
Daegu,2016-09-01,262.5
Daegu,2016-10-01,174.4
Daegu,2016-11-01,221.8
Daegu,2016-12-01,81.0
Daegu,2017-01-01,84.2
Daegu,2017-02-01,48.1
Daegu,2017-03-01,47.6
Daegu,2017-04-01,68.7
Daegu,2017-05-01,44.1
Daegu,2017-06-01,187.2
Daegu,2017-07-01,196.1
Daegu,2017-08-01,197.7
Daegu,2017-09-01,266.3
Daegu,2017-10-01,208.0
Daegu,2017-11-01,151.8
Daegu,2017-12-01,96.0
Daegu,2018-01-01,68.8
Daegu,2018-02-01,2.0
Daegu,2018-03-01,21.6
Daegu,2018-04-01,53.7
Daegu,2018-05-01,56.5
Daegu,2018-06-01,81.0
Daegu,2018-07-01,160.2
Daegu,2018-08-01,133.1
Daegu,2018-09-01,211.7
Daegu,2018-10-01,143.1
Daegu,2018-11-01,94.3
Daegu,2018-12-01,125.2
Daegu,2019-01-01,12.0
Daegu,2019-02-01,88.1
Daegu,2019-03-01,6.2
Daegu,2019-04-01,14.8
Daegu,2019-05-01,40.4
Daegu,2019-06-01,126.1
Daegu,2019-07-01,160.4
Daegu,2019-08-01,234.9
Daegu,2019-09-01,198.5
Daegu,2019-10-01,231.2
Daegu,2019-11-01,170.0
Daegu,2019-12-01,132.6
Daegu,2020-01-01,61.6
Daegu,2020-02-01,24.6
Daegu,2020-03-01,0.0
Daegu,2020-04-01,2.0
Daegu,2020-05-01,120.7
Daegu,2020-06-01,76.3
Daegu,2020-07-01,172.8
Daegu,2020-08-01,274.5
Daegu,2020-09-01,197.0
Daegu,2020-10-01,257.8
Daegu,2020-11-01,163.6
Daegu,2020-12-01,95.5
Daegu,2021-01-01,83.1
Daegu,2021-02-01,0.0
Daegu,2021-03-01,39.5
Daegu,2021-04-01,28.2
Daegu,2021-05-01,94.7
Daegu,2021-06-01,160.7
Daegu,2021-07-01,135.5
Daegu,2021-08-01,219.4
Daegu,2021-09-01,255.0
Daegu,2021-10-01,128.2
Daegu,2021-11-01,166.2
Daegu,2021-12-01,94.3
Daegu,2022-01-01,136.4
Daegu,2022-02-01,39.8
Daegu,2022-03-01,57.2
Daegu,2022-04-01,5.7
Daegu,2022-05-01,107.0
Daegu,2022-06-01,155.3
Daegu,2022-07-01,204.5
Daegu,2022-08-01,186.7
Daegu,2022-09-01,192.1
Daegu,2022-10-01,219.6
Daegu,2022-11-01,245.8
Daegu,2022-12-01,118.0
Daegu,2023-01-01,109.9
Daegu,2023-02-01,51.2
Daegu,2023-03-01,33.2
Daegu,2023-04-01,64.9
Daegu,2023-05-01,94.1
Daegu,2023-06-01,145.5
Daegu,2023-07-01,183.1
Daegu,2023-08-01,214.3
Daegu,2023-09-01,187.0
Daegu,2023-10-01,198.2
Daegu,2023-11-01,133.3
Daegu,2023-12-01,158.5
Daegu,2024-01-01,65.7
Daegu,2024-02-01,57.5
Daegu,2024-03-01,5.9
Daegu,2024-04-01,68.5
Daegu,2024-05-01,86.3
Daegu,2024-06-01,82.6
Daegu,2024-07-01,145.9
Daegu,2024-08-01,151.0
Daegu,2024-09-01,197.2
Daegu,2024-10-01,181.3
Daegu,2024-11-01,223.7
Daegu,2024-12-01,82.9
Daegu,2025-01-01,82.2
Daegu,2025-02-01,18.5
Daegu,2025-03-01,0.0
Daegu,2025-04-01,6.4
Daegu,2025-05-01,72.9
Daegu,2025-06-01,115.0
Daegu,2025-07-01,191.3
Daegu,2025-08-01,170.1
Daegu,2025-09-01,223.8
Daegu,2025-10-01,166.1
Daegu,2025-11-01,119.4
Daegu,2025-12-01,130.5
Jeonju,2001-01-01,66.5
Jeonju,2001-02-01,76.1
Jeonju,2001-03-01,0.0
Jeonju,2001-04-01,2.4
Jeonju,2001-05-01,49.9
Jeonju,2001-06-01,97.6
Jeonju,2001-07-01,236.9
Jeonju,2001-08-01,164.7
Jeonju,2001-09-01,236.6
Jeonju,2001-10-01,225.0
Jeonju,2001-11-01,134.5
Jeonju,2001-12-01,224.7
Jeonju,2002-01-01,84.3
Jeonju,2002-02-01,66.4
Jeonju,2002-03-01,20.5
Jeonju,2002-04-01,96.1
Jeonju,2002-05-01,61.6
Jeonju,2002-06-01,116.6
Jeonju,2002-07-01,202.5
Jeonju,2002-08-01,242.2
Jeonju,2002-09-01,204.1
Jeonju,2002-10-01,201.7
Jeonju,2002-11-01,150.3
Jeonju,2002-12-01,109.8
Jeonju,2003-01-01,16.6
Jeonju,2003-02-01,34.8
Jeonju,2003-03-01,86.8
Jeonju,2003-04-01,56.7
Jeonju,2003-05-01,77.5
Jeonju,2003-06-01,111.9
Jeonju,2003-07-01,181.6
Jeonju,2003-08-01,207.1
Jeonju,2003-09-01,251.2
Jeonju,2003-10-01,214.7
Jeonju,2003-11-01,167.1
Jeonju,2003-12-01,165.5
Jeonju,2004-01-01,65.4
Jeonju,2004-02-01,60.4
Jeonju,2004-03-01,43.6
Jeonju,2004-04-01,40.3
Jeonju,2004-05-01,125.0
Jeonju,2004-06-01,97.3
Jeonju,2004-07-01,202.8
Jeonju,2004-08-01,179.7
Jeonju,2004-09-01,242.1
Jeonju,2004-10-01,227.9
Jeonju,2004-11-01,216.6
Jeonju,2004-12-01,106.1
Jeonju,2005-01-01,50.0
Jeonju,2005-02-01,61.6
Jeonju,2005-03-01,3.4
Jeonju,2005-04-01,67.9
Jeonju,2005-05-01,53.3
Jeonju,2005-06-01,155.7
Jeonju,2005-07-01,130.2
Jeonju,2005-08-01,164.3
Jeonju,2005-09-01,245.8
Jeonju,2005-10-01,225.7
Jeonju,2005-11-01,266.2
Jeonju,2005-12-01,67.9
Jeonju,2006-01-01,113.0
Jeonju,2006-02-01,54.6
Jeonju,2006-03-01,0.0
Jeonju,2006-04-01,52.5
Jeonju,2006-05-01,80.0
Jeonju,2006-06-01,190.6
Jeonju,2006-07-01,152.5
Jeonju,2006-08-01,244.3
Jeonju,2006-09-01,195.7
Jeonju,2006-10-01,202.2
Jeonju,2006-11-01,180.9
Jeonju,2006-12-01,66.6
Jeonju,2007-01-01,151.0
Jeonju,2007-02-01,47.5
Jeonju,2007-03-01,57.5
Jeonju,2007-04-01,68.8
Jeonju,2007-05-01,42.7
Jeonju,2007-06-01,100.2
Jeonju,2007-07-01,196.0
Jeonju,2007-08-01,223.3
Jeonju,2007-09-01,178.4
Jeonju,2007-10-01,203.7
Jeonju,2007-11-01,214.9
Jeonju,2007-12-01,140.4
Jeonju,2008-01-01,79.9
Jeonju,2008-02-01,0.0
Jeonju,2008-03-01,45.4
Jeonju,2008-04-01,78.9
Jeonju,2008-05-01,113.3
Jeonju,2008-06-01,93.6
Jeonju,2008-07-01,178.7
Jeonju,2008-08-01,236.7
Jeonju,2008-09-01,175.0
Jeonju,2008-10-01,216.8
Jeonju,2008-11-01,230.6
Jeonju,2008-12-01,103.2
Jeonju,2009-01-01,84.2
Jeonju,2009-02-01,3.2
Jeonju,2009-03-01,12.7
Jeonju,2009-04-01,0.0
Jeonju,2009-05-01,50.5
Jeonju,2009-06-01,118.9
Jeonju,2009-07-01,172.3
Jeonju,2009-08-01,168.0
Jeonju,2009-09-01,216.3
Jeonju,2009-10-01,218.9
Jeonju,2009-11-01,161.1
Jeonju,2009-12-01,116.8
Jeonju,2010-01-01,31.9
Jeonju,2010-02-01,74.2
Jeonju,2010-03-01,32.5
Jeonju,2010-04-01,43.4
Jeonju,2010-05-01,58.8
Jeonju,2010-06-01,134.6
Jeonju,2010-07-01,175.3
Jeonju,2010-08-01,208.4
Jeonju,2010-09-01,203.3
Jeonju,2010-10-01,136.0
Jeonju,2010-11-01,228.5
Jeonju,2010-12-01,138.8
Jeonju,2011-01-01,108.3
Jeonju,2011-02-01,20.3
Jeonju,2011-03-01,0.0
Jeonju,2011-04-01,0.0
Jeonju,2011-05-01,71.0
Jeonju,2011-06-01,137.4
Jeonju,2011-07-01,193.8
Jeonju,2011-08-01,221.4
Jeonju,2011-09-01,275.7
Jeonju,2011-10-01,192.2
Jeonju,2011-11-01,157.8
Jeonju,2011-12-01,127.7
Jeonju,2012-01-01,59.6
Jeonju,2012-02-01,120.4
Jeonju,2012-03-01,22.7
Jeonju,2012-04-01,0.0
Jeonju,2012-05-01,53.3
Jeonju,2012-06-01,101.4
Jeonju,2012-07-01,157.6
Jeonju,2012-08-01,221.7
Jeonju,2012-09-01,205.5
Jeonju,2012-10-01,169.1
Jeonju,2012-11-01,121.1
Jeonju,2012-12-01,83.3
Jeonju,2013-01-01,76.6
Jeonju,2013-02-01,30.5
Jeonju,2013-03-01,0.0
Jeonju,2013-04-01,0.0
Jeonju,2013-05-01,136.3
Jeonju,2013-06-01,149.5
Jeonju,2013-07-01,143.5
Jeonju,2013-08-01,247.2
Jeonju,2013-09-01,203.9
Jeonju,2013-10-01,170.9
Jeonju,2013-11-01,165.6
Jeonju,2013-12-01,186.4
Jeonju,2014-01-01,59.0
Jeonju,2014-02-01,79.5
Jeonju,2014-03-01,0.0
Jeonju,2014-04-01,2.1
Jeonju,2014-05-01,91.7
Jeonju,2014-06-01,79.7
Jeonju,2014-07-01,194.7
Jeonju,2014-08-01,226.2
Jeonju,2014-09-01,212.8
Jeonju,2014-10-01,232.9
Jeonju,2014-11-01,138.8
Jeonju,2014-12-01,124.2
Jeonju,2015-01-01,68.7
Jeonju,2015-02-01,37.1
Jeonju,2015-03-01,2.9
Jeonju,2015-04-01,40.9
Jeonju,2015-05-01,101.4
Jeonju,2015-06-01,162.1
Jeonju,2015-07-01,190.5
Jeonju,2015-08-01,195.1
Jeonju,2015-09-01,229.9
Jeonju,2015-10-01,162.4
Jeonju,2015-11-01,136.7
Jeonju,2015-12-01,181.3
Jeonju,2016-01-01,30.8
Jeonju,2016-02-01,11.7
Jeonju,2016-03-01,0.0
Jeonju,2016-04-01,80.2
Jeonju,2016-05-01,76.7
Jeonju,2016-06-01,108.8
Jeonju,2016-07-01,195.2
Jeonju,2016-08-01,159.9
Jeonju,2016-09-01,222.2
Jeonju,2016-10-01,203.8
Jeonju,2016-11-01,210.7
Jeonju,2016-12-01,157.5
Jeonju,2017-01-01,48.8
Jeonju,2017-02-01,66.2
Jeonju,2017-03-01,0.0
Jeonju,2017-04-01,0.0
