STN,STN_NM,TM,SUM_RN,AVG_TA,MIN_TA,MAX_TA,AVG_RHM,AVG_PA,AVG_PV,AVG_WS,SUM_SS,SUM_SR
108,Seoul,2025-05-01,141.4,19.1,14.6,24.9,56.6,1009.5,25.1,2.58,181.3,380.3
108,Seoul,2025-06-01,113.3,22.2,17.8,26.9,59.2,999.2,26.5,2.95,250.6,502.2
108,Seoul,2025-07-01,186.6,22.4,17.6,27.8,65.2,1003.2,26.6,2.28,225.9,658.3
108,Seoul,2025-08-01,296.1,19.9,15.7,24.7,70.6,1006.3,25.3,2.47,253.2,538.5
108,Seoul,2025-09-01,205.5,17.9,14.3,23.0,71.5,1005.9,23.9,2.64,186.0,466.9
108,Seoul,2025-10-01,224.5,8.7,4.4,13.6,80.0,999.8,20.4,3.68,153.2,531.7
108,Seoul,2025-11-01,103.2,8.2,4.9,13.7,72.2,1006.4,16.7,2.9,169.8,315.8
108,Seoul,2025-12-01,174.8,4.2,-0.5,9.2,68.2,1003.2,16.8,3.01,160.9,320.6
112,Incheon,2001-01-01,70.5,2.1,-0.6,7.9,63.6,1001.3,15.1,1.84,109.3,334.0
112,Incheon,2001-02-01,35.5,5.8,1.4,10.5,58.4,1001.6,17.5,2.2,66.9,275.3
112,Incheon,2001-03-01,38.5,7.3,3.6,12.5,55.4,1009.8,18.6,1.85,133.7,240.9
112,Incheon,2001-04-01,73.0,13.4,8.9,19.0,49.5,997.4,21.2,2.56,109.0,352.3
112,Incheon,2001-05-01,104.2,17.2,13.2,23.1,58.2,996.8,25.1,2.33,177.6,297.5
112,Incheon,2001-06-01,119.9,21.7,18.3,27.6,59.3,1000.0,27.1,1.52,218.7,587.2
112,Incheon,2001-07-01,222.9,24.1,19.1,28.6,63.9,1004.7,25.1,2.7,285.3,552.2
112,Incheon,2001-08-01,160.2,18.7,15.7,24.5,74.1,1000.6,25.5,2.34,221.7,555.9
112,Incheon,2001-09-01,178.1,20.9,16.7,26.2,77.6,1005.3,24.3,1.98,226.1,622.0
112,Incheon,2001-10-01,189.0,12.1,6.6,16.6,77.3,1005.2,22.8,2.54,226.1,533.2
112,Incheon,2001-11-01,132.1,6.3,2.5,11.5,78.2,1004.6,17.8,1.36,231.4,346.3
112,Incheon,2001-12-01,196.8,1.2,-2.5,7.0,72.3,999.2,13.9,1.85,169.4,352.7
112,Incheon,2002-01-01,140.9,1.4,-2.0,6.9,63.8,1001.6,16.1,2.81,152.8,193.5
112,Incheon,2002-02-01,77.7,3.5,0.4,9.3,57.0,1010.5,17.1,2.47,113.4,366.8
112,Incheon,2002-03-01,75.7,6.0,3.1,11.8,55.1,1000.6,18.6,2.98,95.2,176.4
112,Incheon,2002-04-01,25.8,12.1,8.4,17.3,56.3,1002.1,20.2,1.82,169.5,339.5
112,Incheon,2002-05-01,122.5,17.8,13.4,22.7,57.7,997.0,24.4,2.39,153.5,274.9
112,Incheon,2002-06-01,120.2,23.1,18.7,29.0,65.9,1002.4,27.9,2.22,197.1,449.3
112,Incheon,2002-07-01,100.4,24.8,20.5,30.1,62.8,999.3,25.3,2.32,276.0,681.5
112,Incheon,2002-08-01,149.1,20.3,15.7,26.1,72.0,1000.1,25.2,2.21,280.4,612.8
112,Incheon,2002-09-01,243.4,13.7,8.5,18.7,80.0,995.7,20.9,1.92,274.7,570.5
112,Incheon,2002-10-01,180.4,12.9,8.1,18.1,77.1,1006.5,18.1,2.25,235.2,402.9
112,Incheon,2002-11-01,180.5,7.9,4.0,13.1,74.8,1006.8,16.6,2.31,168.6,391.7
112,Incheon,2002-12-01,154.7,5.0,1.1,10.2,68.4,1004.0,19.3,2.07,153.6,298.4
112,Incheon,2003-01-01,75.3,0.4,-4.0,5.4,68.6,1001.2,13.8,2.89,152.9,256.6
112,Incheon,2003-02-01,69.4,3.1,-0.2,8.9,62.2,1000.8,18.7,2.27,120.5,265.5
112,Incheon,2003-03-01,30.8,7.8,2.1,12.5,52.3,1002.9,18.3,2.75,125.5,352.6
112,Incheon,2003-04-01,37.2,12.9,8.0,17.6,49.4,1001.0,22.5,2.39,137.9,383.6
112,Incheon,2003-05-01,131.8,20.2,15.2,25.0,61.0,1003.7,24.1,2.69,205.2,365.7
112,Incheon,2003-06-01,132.7,23.3,17.9,28.1,55.1,998.7,25.2,2.59,201.9,451.1
112,Incheon,2003-07-01,174.3,21.1,16.7,26.2,64.7,1001.9,25.6,1.59,245.4,742.0
112,Incheon,2003-08-01,203.0,21.5,16.3,26.5,74.4,994.1,26.1,3.43,255.6,510.7
112,Incheon,2003-09-01,229.9,15.7,11.1,21.0,75.7,999.5,21.7,2.99,234.5,522.3
112,Incheon,2003-10-01,167.2,9.4,5.5,15.0,80.4,1001.0,21.9,2.11,204.0,425.2
112,Incheon,2003-11-01,207.2,10.6,7.1,16.4,79.8,997.4,21.0,2.89,182.0,433.0
112,Incheon,2003-12-01,186.6,6.8,3.0,12.5,67.8,1007.3,16.2,2.3,152.6,279.8
112,Incheon,2004-01-01,87.3,7.2,2.3,12.1,68.6,1004.4,20.2,2.47,121.8,137.1
112,Incheon,2004-02-01,0.0,0.5,-2.8,6.4,63.4,1003.8,14.8,2.06,135.6,171.7
112,Incheon,2004-03-01,0.0,9.2,6.1,14.9,56.9,1003.3,20.0,2.07,179.8,209.3
112,Incheon,2004-04-01,97.2,11.7,8.3,17.7,57.0,999.8,22.5,3.14,143.5,312.1
112,Incheon,2004-05-01,59.2,16.5,12.5,22.4,51.3,1009.3,24.2,3.25,168.7,407.6
112,Incheon,2004-06-01,101.9,22.0,16.5,26.9,60.1,1002.4,24.9,2.04,228.2,419.7
112,Incheon,2004-07-01,190.4,26.5,21.1,31.3,63.1,1004.1,27.6,1.84,241.6,555.3
112,Incheon,2004-08-01,274.3,21.2,17.5,26.3,67.4,1005.6,26.8,2.02,240.6,497.1
112,Incheon,2004-09-01,213.7,19.0,14.5,24.3,71.4,1000.2,26.8,2.43,206.9,537.0
112,Incheon,2004-10-01,151.4,10.8,7.5,16.4,83.6,1002.8,20.1,2.66,143.2,502.3
112,Incheon,2004-11-01,170.8,10.2,5.3,15.4,79.7,1002.2,18.3,2.48,174.9,492.3
112,Incheon,2004-12-01,136.9,4.1,1.0,9.7,73.7,1009.2,17.7,2.47,181.0,304.5
112,Incheon,2005-01-01,78.7,4.8,2.0,10.8,63.4,1009.3,18.6,2.53,120.0,264.0
112,Incheon,2005-02-01,42.0,3.8,-2.0,8.3,57.7,1007.2,18.1,2.79,113.1,265.3
112,Incheon,2005-03-01,32.7,5.3,2.0,11.0,63.7,1009.3,18.6,2.5,132.1,183.9
112,Incheon,2005-04-01,0.0,11.2,7.9,16.6,51.1,1002.2,20.0,2.14,141.5,413.4
112,Incheon,2005-05-01,100.7,16.8,12.8,22.1,51.9,999.8,24.6,2.23,152.6,397.4
112,Incheon,2005-06-01,129.1,18.6,13.6,23.5,60.6,1011.7,25.6,2.98,280.0,535.5
112,Incheon,2005-07-01,178.2,24.0,20.8,29.6,62.7,1004.1,25.8,2.13,242.3,547.6
112,Incheon,2005-08-01,139.8,19.5,15.1,24.3,72.5,1003.7,25.8,2.7,266.8,616.5
112,Incheon,2005-09-01,227.3,19.6,15.7,24.8,79.8,993.4,23.9,2.28,260.8,650.2
112,Incheon,2005-10-01,156.5,15.1,10.8,20.3,76.2,1001.7,19.8,2.66,227.0,553.2
112,Incheon,2005-11-01,157.3,7.5,2.8,12.9,65.5,999.5,18.5,1.97,173.5,392.4
112,Incheon,2005-12-01,102.0,4.3,0.2,9.4,69.4,1002.9,16.7,1.7,161.5,282.9
112,Incheon,2006-01-01,121.7,4.3,-1.5,8.9,63.7,998.6,15.4,2.9,165.2,175.2
112,Incheon,2006-02-01,26.7,4.6,0.5,9.2,53.4,1005.5,13.7,2.22,124.1,244.9
112,Incheon,2006-03-01,25.0,7.3,3.8,12.4,52.3,1003.5,18.8,3.09,147.7,317.0
112,Incheon,2006-04-01,21.4,12.2,7.4,17.2,49.5,1008.2,21.9,2.28,166.0,323.4
112,Incheon,2006-05-01,102.7,15.6,11.6,20.8,56.8,1000.4,18.7,1.97,178.5,403.8
112,Incheon,2006-06-01,183.9,22.1,18.1,27.6,62.9,1000.3,25.6,1.96,245.5,513.5
112,Incheon,2006-07-01,147.7,22.5,17.8,27.8,63.1,1000.0,26.4,2.26,220.6,475.7
112,Incheon,2006-08-01,210.0,20.7,16.8,26.4,73.6,1005.5,26.0,2.3,225.8,517.4
112,Incheon,2006-09-01,199.2,18.2,13.3,23.0,72.0,996.2,24.7,2.21,211.0,490.3
112,Incheon,2006-10-01,222.1,14.9,11.7,20.2,80.8,995.7,25.1,3.38,142.3,484.1
112,Incheon,2006-11-01,147.3,7.8,4.0,12.6,75.0,999.7,18.0,2.61,150.4,301.2
112,Incheon,2006-12-01,194.7,3.7,-0.6,8.3,69.6,1005.8,18.8,2.63,112.0,227.0
112,Incheon,2007-01-01,63.5,2.6,-1.4,7.6,61.2,1009.6,18.5,2.3,139.0,170.2
112,Incheon,2007-02-01,64.6,3.5,-1.0,8.5,57.4,1002.3,17.7,2.09,163.4,140.5
112,Incheon,2007-03-01,86.5,6.1,2.8,11.4,53.4,1006.6,19.9,2.88,117.9,255.2
112,Incheon,2007-04-01,15.4,10.5,7.1,16.4,53.9,995.5,20.1,3.01,178.0,274.9
112,Incheon,2007-05-01,28.6,19.0,13.4,23.7,53.9,1010.1,21.3,2.77,177.5,380.1
112,Incheon,2007-06-01,77.1,21.9,17.6,27.6,62.5,1000.2,24.3,1.85,246.8,443.3
112,Incheon,2007-07-01,224.3,23.4,19.8,28.8,67.3,1002.5,25.9,2.68,228.4,508.0
112,Incheon,2007-08-01,228.3,20.7,17.4,26.6,66.8,1009.6,27.6,2.75,230.3,562.0
112,Incheon,2007-09-01,268.4,17.1,13.8,22.4,75.2,1010.0,21.1,2.61,283.7,557.7
112,Incheon,2007-10-01,198.0,10.6,6.2,16.1,76.7,998.3,22.4,2.86,209.2,420.8
112,Incheon,2007-11-01,226.3,7.1,3.2,12.4,73.1,997.6,17.3,2.7,170.6,421.3
112,Incheon,2007-12-01,99.7,4.0,-0.2,9.4,72.3,997.3,19.0,2.21,176.3,302.6
112,Incheon,2008-01-01,98.9,3.4,-0.8,9.1,62.3,1006.7,16.0,2.54,116.5,247.1
112,Incheon,2008-02-01,5.1,5.2,1.1,9.7,58.8,1004.0,15.9,2.35,94.9,360.7
112,Incheon,2008-03-01,67.1,7.6,3.5,13.4,45.7,1001.7,16.7,2.31,133.2,299.3
112,Incheon,2008-04-01,2.9,14.1,9.1,18.6,51.2,1008.6,21.2,3.11,130.2,354.6
112,Incheon,2008-05-01,75.4,17.9,12.9,22.5,45.3,990.6,25.1,2.89,227.2,398.9
112,Incheon,2008-06-01,79.8,21.5,17.0,26.0,64.8,1011.7,25.7,2.4,177.6,582.8
112,Incheon,2008-07-01,175.2,22.0,18.6,27.5,65.5,996.9,27.4,2.36,260.9,543.8
112,Incheon,2008-08-01,202.5,19.9,15.5,24.7,69.3,1002.8,24.5,1.72,234.2,627.7
112,Incheon,2008-09-01,206.8,18.1,13.6,22.6,71.8,1002.7,24.8,1.98,222.6,473.0
112,Incheon,2008-10-01,240.2,13.0,8.7,17.9,75.7,998.3,19.4,1.82,183.3,571.4
112,Incheon,2008-11-01,146.8,8.0,3.7,13.7,71.8,1003.5,19.0,3.33,195.8,364.4
112,Incheon,2008-12-01,149.0,7.4,2.6,12.8,70.2,1001.7,17.9,1.88,185.1,224.6
112,Incheon,2009-01-01,70.5,4.8,0.0,9.7,60.3,1002.6,15.7,2.48,93.0,292.9
112,Incheon,2009-02-01,46.8,4.3,-0.2,9.6,56.5,1001.3,16.5,2.36,99.2,98.6
112,Incheon,2009-03-01,10.4,9.1,3.2,13.6,61.5,1006.4,20.9,2.71,170.8,355.2
112,Incheon,2009-04-01,76.0,13.6,10.4,19.1,51.8,1005.5,20.5,2.32,91.1,413.4
112,Incheon,2009-05-01,69.8,18.2,13.7,23.7,59.7,997.8,27.5,2.83,185.2,485.5
112,Incheon,2009-06-01,84.1,20.6,15.7,26.2,61.0,1004.8,28.1,1.77,250.2,456.4
112,Incheon,2009-07-01,156.9,20.9,16.4,26.0,61.1,1005.7,24.0,1.91,218.8,576.1
112,Incheon,2009-08-01,197.6,21.4,16.7,26.7,69.9,998.5,25.5,2.59,203.5,526.6
112,Incheon,2009-09-01,194.8,17.5,12.8,22.7,69.8,996.5,22.8,2.33,195.6,519.5
112,Incheon,2009-10-01,193.2,12.5,7.8,17.4,82.2,1005.1,19.5,2.44,213.1,562.9
112,Incheon,2009-11-01,151.5,9.7,3.8,14.2,79.9,1004.1,18.7,2.6,175.5,500.8
112,Incheon,2009-12-01,127.7,3.2,-1.0,8.7,72.9,1000.3,18.0,1.88,153.2,379.0
112,Incheon,2010-01-01,2.2,5.9,2.5,11.2,67.0,1006.3,18.0,2.8,141.0,349.8
112,Incheon,2010-02-01,61.0,7.7,3.2,12.5,68.1,1001.1,20.5,2.41,146.5,178.7
112,Incheon,2010-03-01,51.9,7.0,2.5,12.6,57.9,994.7,18.2,2.56,133.6,301.8
112,Incheon,2010-04-01,29.9,12.3,8.4,18.1,55.1,1001.8,19.7,2.53,180.7,372.3
112,Incheon,2010-05-01,72.8,19.1,15.9,24.4,52.2,1000.2,25.5,2.38,153.8,298.9
112,Incheon,2010-06-01,154.1,21.3,16.8,25.8,54.4,1002.5,24.6,2.55,241.0,410.2
112,Incheon,2010-07-01,192.4,24.9,20.9,29.7,66.5,1003.9,27.7,2.62,207.4,615.3
112,Incheon,2010-08-01,248.1,21.2,18.2,27.0,71.7,998.1,24.9,1.84,255.2,590.0
112,Incheon,2010-09-01,162.4,17.7,14.1,23.6,74.0,999.6,22.6,2.18,232.4,564.8
112,Incheon,2010-10-01,200.6,12.2,7.6,17.3,74.3,1000.9,25.6,2.57,175.5,540.6
112,Incheon,2010-11-01,140.6,9.4,4.1,14.5,81.0,1005.5,20.7,2.57,168.9,436.7
112,Incheon,2010-12-01,167.3,4.5,-0.3,9.6,71.7,1004.5,17.0,1.9,147.7,323.3
112,Incheon,2011-01-01,62.9,2.7,-0.1,8.5,67.3,1004.2,14.2,3.12,124.5,239.3
112,Incheon,2011-02-01,30.7,2.6,-1.1,8.6,60.6,1003.1,17.2,2.43,115.2,240.3
112,Incheon,2011-03-01,14.6,7.6,3.3,13.4,52.4,1006.2,17.3,2.17,114.8,179.8
112,Incheon,2011-04-01,78.3,11.1,6.3,16.4,51.0,1002.4,18.7,2.73,171.2,354.3
112,Incheon,2011-05-01,96.3,17.2,14.5,23.1,59.1,1005.9,22.5,2.42,172.5,332.3
112,Incheon,2011-06-01,131.2,21.2,16.0,26.0,53.5,1001.2,24.9,2.05,226.3,486.1
112,Incheon,2011-07-01,192.7,22.4,19.2,27.7,60.6,1004.8,24.4,2.77,223.5,619.6
112,Incheon,2011-08-01,168.0,20.1,15.4,25.6,76.8,1002.9,27.5,2.28,267.5,523.5
112,Incheon,2011-09-01,234.7,13.6,10.4,19.3,70.8,1004.7,23.0,2.2,207.7,527.4
112,Incheon,2011-10-01,173.5,13.3,8.5,17.8,82.9,1000.2,23.0,1.98,211.8,561.0
112,Incheon,2011-11-01,212.1,7.8,2.5,12.3,73.5,1005.8,21.0,2.59,194.2,440.3
112,Incheon,2011-12-01,73.9,4.5,-0.0,10.1,78.6,1002.5,15.9,2.86,126.3,283.2
112,Incheon,2012-01-01,121.2,3.2,-0.8,8.1,63.6,1009.8,15.1,2.82,172.4,193.1
112,Incheon,2012-02-01,36.0,4.7,0.9,10.0,58.2,1002.5,17.1,2.43,124.1,184.1
112,Incheon,2012-03-01,10.6,8.3,4.0,12.8,55.7,996.1,17.3,2.29,106.6,341.9
112,Incheon,2012-04-01,43.4,13.7,8.8,18.3,48.7,1002.4,19.7,2.29,86.0,242.3
112,Incheon,2012-05-01,128.7,19.0,14.6,24.3,57.0,1001.0,22.6,2.86,181.6,549.6
112,Incheon,2012-06-01,112.2,25.3,21.2,29.8,64.9,998.4,26.2,1.99,179.3,530.0
112,Incheon,2012-07-01,165.6,23.3,19.4,28.1,69.5,1001.2,26.8,2.65,266.2,549.6
112,Incheon,2012-08-01,132.9,21.8,16.4,26.8,71.5,1001.2,23.4,2.67,225.9,555.6
112,Incheon,2012-09-01,203.8,20.5,14.7,25.0,73.9,1004.6,26.5,2.66,249.1,592.3
112,Incheon,2012-10-01,159.0,10.8,6.3,16.6,73.3,995.7,18.3,2.3,208.3,442.4
112,Incheon,2012-11-01,175.3,6.3,2.5,12.3,77.8,1004.2,16.0,2.36,149.1,393.5
112,Incheon,2012-12-01,98.9,4.9,0.9,10.0,62.5,1005.8,18.3,2.09,150.4,321.0
112,Incheon,2013-01-01,131.6,0.5,-3.6,5.6,64.0,996.2,13.9,1.29,134.1,292.7
112,Incheon,2013-02-01,10.8,3.2,-1.9,8.6,54.4,1002.7,15.2,2.28,88.4,232.9
112,Incheon,2013-03-01,24.8,8.0,3.8,13.9,49.5,1005.3,18.4,2.33,154.2,200.9
112,Incheon,2013-04-01,90.0,14.5,11.2,20.3,45.3,1007.3,22.3,2.1,179.3,258.3
112,Incheon,2013-05-01,62.7,18.1,14.3,23.8,58.4,1003.7,25.8,2.85,180.2,259.8
112,Incheon,2013-06-01,86.3,22.8,19.3,27.9,60.2,1008.5,25.1,2.14,208.7,511.1
112,Incheon,2013-07-01,167.1,24.1,19.5,29.7,59.4,1004.3,26.2,2.74,235.7,603.2
112,Incheon,2013-08-01,214.1,21.9,17.9,27.3,75.3,1005.2,24.1,2.47,180.7,545.6
112,Incheon,2013-09-01,253.6,17.5,12.3,22.8,74.0,1004.2,24.1,2.78,226.7,545.9
112,Incheon,2013-10-01,160.6,11.7,7.2,17.7,73.2,1009.2,20.4,2.49,197.2,382.6
112,Incheon,2013-11-01,205.3,4.5,1.0,9.5,73.3,1004.4,15.7,1.66,160.0,355.1
112,Incheon,2013-12-01,97.9,5.5,2.1,10.9,71.6,1007.3,17.2,2.72,145.7,336.1
112,Incheon,2014-01-01,24.9,-1.7,-5.6,3.8,66.7,1001.7,16.1,2.22,138.6,279.8
112,Incheon,2014-02-01,102.9,3.7,-0.1,8.8,64.4,1005.2,17.1,3.65,128.1,141.9
112,Incheon,2014-03-01,23.1,6.7,1.6,11.4,52.6,997.9,20.1,2.52,122.4,289.6
112,Incheon,2014-04-01,59.2,13.3,8.9,18.4,55.3,1006.1,21.5,2.31,188.3,281.3
112,Incheon,2014-05-01,91.2,17.9,13.4,23.7,53.4,1000.8,21.6,2.14,186.7,476.0
112,Incheon,2014-06-01,144.4,17.2,13.3,22.5,60.6,1002.8,23.0,2.36,209.4,570.7
112,Incheon,2014-07-01,171.8,24.2,21.1,29.7,58.7,1007.0,26.2,2.69,207.6,484.8
112,Incheon,2014-08-01,276.4,19.6,15.1,25.1,69.5,1002.6,22.6,2.39,212.9,556.3
112,Incheon,2014-09-01,252.4,18.5,13.5,23.4,75.4,1000.7,24.8,2.33,202.8,666.8
112,Incheon,2014-10-01,206.7,13.0,9.0,17.9,75.2,996.9,19.9,2.93,230.8,474.7
112,Incheon,2014-11-01,220.6,9.7,5.4,14.2,76.5,1000.0,19.1,2.52,137.8,388.6
112,Incheon,2014-12-01,114.4,5.8,1.2,11.0,69.3,1007.3,17.4,3.12,166.6,285.4
112,Incheon,2015-01-01,85.9,2.7,-3.0,7.4,62.1,1005.5,17.6,1.52,162.4,235.7
112,Incheon,2015-02-01,0.0,-0.5,-5.7,4.5,58.8,1006.3,13.4,1.96,109.7,222.0
112,Incheon,2015-03-01,38.1,6.2,2.1,11.7,51.6,1001.2,19.5,2.35,110.7,299.7
112,Incheon,2015-04-01,117.7,12.7,8.6,18.3,50.9,1003.2,19.2,2.32,134.3,285.8
112,Incheon,2015-05-01,51.3,18.0,13.5,22.5,48.1,999.9,21.0,2.5,192.6,415.4
112,Incheon,2015-06-01,97.4,22.5,17.9,27.1,61.6,1005.9,27.0,2.16,239.5,460.4
112,Incheon,2015-07-01,195.4,21.3,18.5,27.2,63.9,1003.0,25.0,3.1,202.9,522.1
112,Incheon,2015-08-01,175.6,20.3,15.4,25.8,68.5,999.8,23.1,2.92,268.0,573.6
112,Incheon,2015-09-01,171.1,16.2,11.6,20.9,68.2,1001.7,24.9,2.31,269.2,594.8
112,Incheon,2015-10-01,169.3,12.4,7.4,17.5,73.6,1009.2,19.3,2.83,199.1,488.5
112,Incheon,2015-11-01,192.2,6.7,3.4,12.0,76.9,993.5,17.7,2.74,195.6,322.1
112,Incheon,2015-12-01,84.1,3.2,-1.6,8.2,71.7,995.5,16.1,2.52,142.9,341.5
112,Incheon,2016-01-01,85.3,1.7,-3.1,7.1,61.7,1001.3,16.3,2.97,127.1,277.4
112,Incheon,2016-02-01,0.0,4.8,-0.1,9.7,57.1,1002.5,18.5,2.36,92.3,373.1
112,Incheon,2016-03-01,0.0,8.2,3.3,12.9,53.9,1002.6,18.1,1.95,181.8,230.9
112,Incheon,2016-04-01,63.6,11.6,7.1,17.5,47.6,1002.5,20.1,2.87,120.1,275.4
112,Incheon,2016-05-01,46.1,19.5,16.7,25.3,58.0,1002.2,22.6,1.85,201.5,324.4
112,Incheon,2016-06-01,138.7,22.3,16.8,26.8,55.7,998.8,26.5,2.15,141.2,528.9
112,Incheon,2016-07-01,136.2,23.7,20.2,28.7,68.5,1003.2,28.8,1.98,231.8,596.3
112,Incheon,2016-08-01,200.6,23.4,19.5,28.5,78.4,1003.7,27.1,2.88,210.3,501.3
112,Incheon,2016-09-01,264.0,18.5,14.9,23.4,67.0,1002.1,22.6,2.77,256.8,590.5
112,Incheon,2016-10-01,221.1,10.4,5.2,15.6,81.4,1011.7,17.3,2.24,191.4,500.4
112,Incheon,2016-11-01,173.0,7.1,2.3,12.6,71.7,999.3,17.8,1.91,178.8,390.1
112,Incheon,2016-12-01,97.5,5.1,0.4,10.7,70.3,1003.4,16.5,2.4,167.8,285.3
112,Incheon,2017-01-01,95.6,1.5,-3.8,6.7,68.0,1003.9,17.6,1.94,91.1,207.1
112,Incheon,2017-02-01,0.0,1.8,-1.6,7.1,57.3,1002.1,14.7,3.06,101.6,140.7
112,Incheon,2017-03-01,57.9,6.7,4.1,12.7,57.6,1007.7,17.5,2.1,146.6,278.6
112,Incheon,2017-04-01,0.0,10.6,6.3,16.2,52.1,1002.5,17.6,1.96,138.1,269.7
112,Incheon,2017-05-01,81.6,18.3,15.2,23.9,58.5,999.5,21.5,2.26,140.1,400.9
112,Incheon,2017-06-01,97.7,18.7,13.1,23.5,53.3,1006.4,22.7,2.84,191.7,457.5
112,Incheon,2017-07-01,184.6,23.2,19.9,28.9,66.9,1005.5,26.8,2.34,195.8,591.8
112,Incheon,2017-08-01,208.7,21.0,16.3,26.0,76.8,1002.6,25.5,2.24,198.3,571.6
112,Incheon,2017-09-01,231.7,18.3,14.3,24.1,70.0,1011.0,22.4,2.97,208.6,544.9
112,Incheon,2017-10-01,229.2,11.9,7.4,16.7,78.6,1002.1,21.3,3.03,206.7,593.8
112,Incheon,2017-11-01,151.1,8.9,5.6,14.2,76.1,1003.3,17.8,2.54,183.7,395.6
112,Incheon,2017-12-01,122.6,4.6,-0.1,9.2,68.7,1014.2,14.5,2.17,137.4,432.4
112,Incheon,2018-01-01,31.3,2.8,-0.9,8.7,69.3,1008.4,15.7,2.48,81.4,250.1
112,Incheon,2018-02-01,14.9,4.0,-0.3,9.0,53.1,1004.1,14.7,2.06,148.9,255.3
112,Incheon,2018-03-01,70.2,10.9,5.3,15.5,49.5,1006.2,19.0,2.03,143.4,300.8
112,Incheon,2018-04-01,74.8,13.6,8.4,18.3,54.1,1005.2,21.5,2.74,109.3,302.1
112,Incheon,2018-05-01,29.1,18.8,13.1,23.4,55.1,1005.9,20.6,2.19,189.1,226.2
112,Incheon,2018-06-01,90.8,23.7,19.6,28.4,62.1,1003.4,27.0,2.27,212.9,452.1
112,Incheon,2018-07-01,216.7,25.6,20.4,30.4,61.7,1007.6,28.0,2.53,216.1,581.4
112,Incheon,2018-08-01,169.3,22.9,17.7,27.7,73.5,997.1,26.1,3.26,218.3,576.4
112,Incheon,2018-09-01,269.5,18.4,13.6,24.0,71.9,1007.7,22.2,2.32,230.3,618.0
112,Incheon,2018-10-01,228.8,12.9,9.5,18.7,91.1,1005.8,21.5,1.88,194.1,477.2
112,Incheon,2018-11-01,153.8,8.0,3.1,13.0,74.8,998.5,20.5,2.38,136.8,442.7
112,Incheon,2018-12-01,160.9,-0.5,-4.8,5.5,73.6,1001.7,13.5,2.69,138.3,342.5
112,Incheon,2019-01-01,38.6,0.7,-2.7,5.8,68.2,1001.6,13.7,2.94,90.0,319.2
112,Incheon,2019-02-01,88.9,5.5,1.8,10.7,58.3,998.3,15.9,2.66,136.2,157.0
112,Incheon,2019-03-01,53.7,8.1,4.9,13.7,58.3,1005.2,20.3,1.89,125.0,241.8
112,Incheon,2019-04-01,34.2,14.1,8.4,18.7,52.4,1000.1,23.0,2.54,124.5,298.4
112,Incheon,2019-05-01,16.5,18.3,12.8,23.1,60.2,998.2,24.6,3.27,206.9,398.1
112,Incheon,2019-06-01,85.3,19.3,14.9,24.5,56.5,1001.5,24.1,2.59,179.1,449.1
112,Incheon,2019-07-01,166.9,22.4,18.1,27.7,59.4,1004.3,26.7,2.35,201.6,661.4
112,Incheon,2019-08-01,169.8,22.2,18.3,27.7,77.0,1004.9,25.0,2.84,224.2,589.8
112,Incheon,2019-09-01,174.7,16.1,12.5,21.3,69.4,1004.9,21.4,2.91,223.2,488.5
112,Incheon,2019-10-01,209.9,11.0,7.0,16.5,76.5,1005.5,18.8,1.88,220.2,424.0
112,Incheon,2019-11-01,134.0,9.4,4.2,14.3,73.2,999.7,21.8,2.76,169.5,434.6
112,Incheon,2019-12-01,77.5,3.8,-0.3,8.3,70.7,1004.6,16.2,2.33,142.6,284.4
112,Incheon,2020-01-01,85.6,3.0,-0.5,8.7,61.5,1005.2,18.5,2.46,117.7,257.6
112,Incheon,2020-02-01,2.9,6.7,1.0,11.4,58.4,1001.3,19.7,2.32,123.9,254.4
112,Incheon,2020-03-01,4.1,7.8,3.1,13.3,55.5,1003.2,18.8,2.41,134.5,324.4
112,Incheon,2020-04-01,1.4,12.3,8.9,17.5,54.6,1014.1,21.6,2.85,142.3,250.4
112,Incheon,2020-05-01,66.5,18.4,14.5,24.1,53.9,1001.3,23.8,2.69,201.0,339.6
112,Incheon,2020-06-01,151.7,20.5,15.3,25.6,64.5,1001.0,25.1,2.64,188.2,485.6
112,Incheon,2020-07-01,163.2,22.4,17.5,27.2,62.9,1004.9,26.1,1.84,244.9,471.1
112,Incheon,2020-08-01,229.3,20.6,15.4,25.8,71.4,1006.4,23.7,2.16,251.4,608.8
112,Incheon,2020-09-01,134.8,20.3,16.9,26.2,74.9,995.3,26.1,2.17,245.6,542.8
112,Incheon,2020-10-01,215.6,10.9,6.8,16.8,84.9,1012.1,22.8,2.91,207.9,560.0
112,Incheon,2020-11-01,169.1,4.6,1.3,10.5,75.3,998.6,16.4,1.67,203.6,303.8
112,Incheon,2020-12-01,135.0,2.4,-2.1,8.0,69.8,1007.0,14.1,2.1,90.3,178.9
112,Incheon,2021-01-01,140.4,6.2,2.1,11.3,64.0,1006.9,16.9,2.5,127.7,210.0
112,Incheon,2021-02-01,24.3,3.9,0.3,9.8,57.3,1004.0,19.0,2.33,143.0,112.5
112,Incheon,2021-03-01,13.5,7.3,3.8,13.0,54.3,1009.2,17.3,2.31,136.3,255.2
112,Incheon,2021-04-01,97.5,14.1,8.7,18.7,50.4,1002.2,19.6,2.59,140.4,269.7
112,Incheon,2021-05-01,95.0,15.7,11.8,21.2,58.7,1001.4,23.5,2.47,198.6,406.6
