STN_NM,TM,MAX_TA,AVG_PA,AVG_RHM,AVG_WS,SUM_SS,SUM_SR
Seoul,2006-10-01,18.8,997.6,70.2,1.98,225.3,448.8
Seoul,2006-11-01,12.0,999.2,73.8,1.91,190.7,557.6
Seoul,2006-12-01,10.5,1008.6,66.4,2.12,145.9,246.3
Seoul,2007-01-01,7.9,1005.7,62.3,2.33,143.0,235.6
Seoul,2007-02-01,10.1,1000.4,59.3,2.71,131.1,247.3
Seoul,2007-03-01,13.1,1002.9,57.8,2.49,143.8,261.0
Seoul,2007-04-01,16.8,1003.4,51.7,2.2,188.6,269.6
Seoul,2007-05-01,20.5,1014.2,56.8,1.73,202.5,356.4
Seoul,2007-06-01,26.2,1001.8,61.7,2.32,178.2,513.8
Seoul,2007-07-01,27.3,1002.4,67.1,2.77,243.1,611.5
Seoul,2007-08-01,26.0,1007.1,72.9,2.04,251.5,575.7
Seoul,2007-09-01,23.6,1010.1,80.1,2.27,233.0,662.8
Seoul,2007-10-01,17.2,997.2,79.5,1.74,183.6,540.4
Seoul,2007-11-01,12.5,1007.3,76.4,2.07,184.0,394.1
Seoul,2007-12-01,9.8,1008.1,70.1,2.37,154.6,403.6
Seoul,2008-01-01,9.5,1002.2,64.3,2.74,133.8,258.2
Seoul,2008-02-01,7.8,1009.3,56.3,2.63,116.5,200.9
Seoul,2008-03-01,10.8,1003.8,61.1,2.36,196.5,296.1
Seoul,2008-04-01,18.9,1003.4,51.8,1.94,150.3,285.5
Seoul,2008-05-01,21.1,996.1,60.4,2.57,221.6,418.9
Seoul,2008-06-01,26.7,997.6,54.8,1.95,218.0,411.9
Seoul,2008-07-01,27.2,999.6,69.3,2.01,221.6,540.2
Seoul,2008-08-01,24.7,1005.3,67.3,1.85,284.8,541.8
Seoul,2008-09-01,24.0,996.3,74.6,1.76,205.8,493.4
Seoul,2008-10-01,20.2,994.0,72.4,2.27,193.7,503.3
Seoul,2008-11-01,13.5,1003.4,77.7,2.72,144.5,313.9
Seoul,2008-12-01,7.6,1005.2,74.8,2.88,161.7,314.1
Seoul,2009-01-01,8.2,1006.4,65.7,2.38,160.7,125.9
Seoul,2009-02-01,9.3,1001.9,58.8,1.6,101.0,279.0
Seoul,2009-03-01,11.7,1001.6,56.4,2.08,103.2,181.5
Seoul,2009-04-01,16.3,1010.0,53.8,2.52,157.8,294.8
Seoul,2009-05-01,24.2,997.3,53.4,2.15,151.9,426.4
Seoul,2009-06-01,25.2,1000.0,57.9,2.13,235.3,475.3
Seoul,2009-07-01,26.0,1011.7,66.0,2.28,224.0,584.1
Seoul,2009-08-01,28.5,1009.5,73.4,2.35,277.7,638.1
Seoul,2009-09-01,23.0,996.7,70.6,2.01,215.9,594.0
Seoul,2009-10-01,18.3,1005.5,79.1,2.46,265.0,488.9
Seoul,2009-11-01,12.7,997.6,75.3,2.34,175.9,366.0
Seoul,2009-12-01,9.4,1001.4,72.4,2.55,171.6,352.8
Seoul,2010-01-01,7.8,1001.1,62.7,2.57,107.4,239.6
Seoul,2010-02-01,5.8,1009.4,58.4,2.07,54.7,191.1
Seoul,2010-03-01,12.2,1001.9,54.9,2.39,107.6,141.1
Seoul,2010-04-01,19.2,998.3,50.3,1.69,163.8,359.1
Seoul,2010-05-01,22.6,1010.3,51.9,2.71,119.5,476.6
Seoul,2010-06-01,26.7,1004.9,56.8,2.16,238.2,548.5
Seoul,2010-07-01,26.8,1004.1,61.5,2.36,257.2,537.6
Seoul,2010-08-01,25.1,1002.5,72.2,2.16,274.6,592.1
Seoul,2010-09-01,23.5,1004.0,74.7,2.97,185.9,561.5
Seoul,2010-10-01,17.8,1004.6,82.1,2.13,196.0,511.7
Seoul,2010-11-01,14.7,1005.4,70.7,2.31,187.6,331.7
Seoul,2010-12-01,9.2,1003.8,73.1,1.97,137.2,334.6
Seoul,2011-01-01,4.6,998.1,65.3,2.39,137.6,268.1
Seoul,2011-02-01,8.2,1005.9,61.9,2.91,98.9,237.0
Seoul,2011-03-01,9.7,1005.7,47.6,2.96,121.6,244.6
Seoul,2011-04-01,19.8,1005.2,54.1,2.35,184.5,382.6
Seoul,2011-05-01,25.8,1015.8,56.5,2.12,190.5,423.8
Seoul,2011-06-01,25.6,998.9,61.5,2.89,225.0,502.3
Seoul,2011-07-01,27.9,998.4,62.0,2.49,231.3,568.8
Seoul,2011-08-01,25.7,1004.6,69.5,2.08,264.5,475.8
Seoul,2011-09-01,25.4,1000.9,79.3,2.13,220.0,507.9
Seoul,2011-10-01,19.9,1004.6,73.2,2.56,200.3,536.0
Seoul,2011-11-01,12.4,1006.6,66.5,2.24,222.3,357.2
Seoul,2011-12-01,9.1,1000.1,65.5,2.43,161.3,294.3
Seoul,2012-01-01,10.7,1000.6,68.8,2.4,128.0,259.7
Seoul,2012-02-01,9.9,1003.7,59.1,2.39,118.7,256.8
Seoul,2012-03-01,11.5,997.4,55.0,2.03,117.0,306.8
Seoul,2012-04-01,18.9,1009.2,48.8,2.63,128.6,319.1
Seoul,2012-05-01,23.0,1002.5,58.5,2.18,189.0,346.4
Seoul,2012-06-01,27.3,1003.0,55.0,1.99,191.2,540.6
Seoul,2012-07-01,27.3,1001.2,66.2,1.53,256.2,582.8
Seoul,2012-08-01,26.4,998.1,68.9,2.75,184.9,489.2
Seoul,2012-09-01,22.2,1004.8,76.5,2.69,222.5,538.9
Seoul,2012-10-01,15.4,998.9,81.5,1.94,216.3,494.0
Seoul,2012-11-01,11.4,1000.7,73.8,2.37,211.8,368.0
Seoul,2012-12-01,9.3,1006.5,70.5,2.33,128.3,384.2
Seoul,2013-01-01,8.6,997.9,67.7,2.0,146.2,254.4
Seoul,2013-02-01,9.0,1005.7,53.2,3.16,141.2,194.6
Seoul,2013-03-01,10.8,1003.3,47.1,2.44,101.1,269.6
Seoul,2013-04-01,20.2,997.6,52.1,2.64,211.7,272.7
Seoul,2013-05-01,22.1,1007.2,54.4,2.79,193.5,399.3
Seoul,2013-06-01,30.5,1009.6,56.4,2.13,222.8,505.5
Seoul,2013-07-01,29.2,1004.3,64.9,2.42,215.9,657.5
Seoul,2013-08-01,27.3,999.7,67.8,2.53,205.7,551.3
Seoul,2013-09-01,23.4,997.6,79.2,2.12,272.0,600.9
Seoul,2013-10-01,16.5,1008.3,76.4,2.44,233.9,538.5
Seoul,2013-11-01,12.5,999.1,78.1,2.34,181.9,462.4
Seoul,2013-12-01,9.0,1007.2,76.0,3.12,112.5,309.5
Seoul,2014-01-01,6.5,1007.9,67.4,1.66,103.9,278.0
Seoul,2014-02-01,5.0,1007.7,56.1,2.12,129.0,326.9
Seoul,2014-03-01,13.6,1005.9,50.2,2.53,122.4,274.2
Seoul,2014-04-01,13.1,1002.9,54.6,2.52,160.9,372.7
Seoul,2014-05-01,21.6,1001.5,57.3,2.46,212.2,382.3
Seoul,2014-06-01,27.5,1006.0,57.4,2.5,202.7,535.4
Seoul,2014-07-01,27.4,1005.6,71.6,2.38,245.9,548.9
Seoul,2014-08-01,25.0,1003.1,69.5,2.23,223.3,547.0
Seoul,2014-09-01,18.5,998.7,77.5,2.43,253.1,666.3
Seoul,2014-10-01,17.1,996.1,73.4,2.04,180.6,508.8
Seoul,2014-11-01,8.0,1009.7,73.3,2.75,179.5,397.5
Seoul,2014-12-01,9.2,999.8,70.2,2.57,138.8,318.7
Seoul,2015-01-01,6.6,997.2,61.7,2.63,110.7,395.4
Seoul,2015-02-01,11.4,993.2,56.2,2.62,123.8,236.5
Seoul,2015-03-01,13.6,1009.8,50.8,2.15,112.5,205.2
Seoul,2015-04-01,15.9,1007.6,50.9,2.51,131.4,302.7
Seoul,2015-05-01,24.1,1006.0,54.6,1.67,186.7,443.5
Seoul,2015-06-01,27.3,1004.3,60.9,2.84,187.9,455.0
Seoul,2015-07-01,29.4,991.5,65.5,2.38,223.0,570.7
Seoul,2015-08-01,26.1,1002.1,69.9,3.3,184.0,556.7
Seoul,2015-09-01,21.8,1001.8,75.2,2.36,230.0,544.6
Seoul,2015-10-01,19.2,1006.5,70.9,2.6,174.3,597.1
Seoul,2015-11-01,13.3,1004.1,73.5,2.52,220.2,472.3
Seoul,2015-12-01,7.8,1004.4,76.6,2.26,166.3,295.8
Seoul,2016-01-01,6.6,1002.3,65.1,2.06,135.9,248.2
Seoul,2016-02-01,7.2,996.7,61.0,2.69,117.6,288.5
Seoul,2016-03-01,13.6,1001.6,53.0,2.62,127.7,302.6
Seoul,2016-04-01,15.9,1002.9,51.0,2.25,149.6,307.6
Seoul,2016-05-01,19.2,997.5,56.6,2.13,216.7,364.9
Seoul,2016-06-01,25.6,995.2,63.5,1.62,182.8,441.3
Seoul,2016-07-01,26.8,1004.3,69.2,2.0,193.6,487.5
Seoul,2016-08-01,28.0,1002.7,68.4,2.32,290.9,474.3
Seoul,2016-09-01,24.9,1001.9,73.5,2.64,248.6,586.4
Seoul,2016-10-01,18.1,1003.5,84.5,2.47,176.2,418.1
Seoul,2016-11-01,12.3,999.0,77.2,2.51,164.3,383.3
Seoul,2016-12-01,8.8,1008.3,70.4,1.81,122.4,260.0
Seoul,2017-01-01,7.9,1001.8,66.1,2.43,128.7,255.1
Seoul,2017-02-01,11.3,1003.1,57.2,2.6,128.9,154.7
Seoul,2017-03-01,13.2,1007.2,55.6,2.73,132.7,165.2
Seoul,2017-04-01,19.8,1007.2,58.2,2.04,193.3,342.2
Seoul,2017-05-01,21.9,999.1,57.1,2.19,173.4,354.6
Seoul,2017-06-01,29.7,1005.9,58.9,2.07,208.1,380.7
Seoul,2017-07-01,31.3,998.8,67.1,2.65,238.3,526.6
Seoul,2017-08-01,26.9,1004.0,69.8,1.83,264.7,415.7
Seoul,2017-09-01,22.0,1000.0,79.3,2.48,189.2,669.9
Seoul,2017-10-01,18.7,1006.4,75.3,2.37,195.9,449.4
Seoul,2017-11-01,14.7,999.7,75.6,2.28,162.6,425.7
Seoul,2017-12-01,6.8,1004.9,68.1,1.89,114.7,410.5
Seoul,2018-01-01,7.3,1007.2,60.8,2.84,118.0,181.5
Seoul,2018-02-01,5.1,996.2,61.9,2.73,151.3,216.8
Seoul,2018-03-01,10.6,999.0,48.8,2.07,137.4,135.6
Seoul,2018-04-01,20.2,1003.0,49.3,2.57,153.7,375.7
Seoul,2018-05-01,23.0,1003.1,53.2,1.98,200.0,341.4
Seoul,2018-06-01,26.2,1000.0,62.1,2.21,208.8,604.8
Seoul,2018-07-01,30.0,1005.9,65.2,2.01,216.0,561.9
Seoul,2018-08-01,27.8,996.9,68.4,2.52,252.0,499.6
Seoul,2018-09-01,23.8,999.0,83.5,2.05,272.1,618.4
Seoul,2018-10-01,18.1,1002.1,75.7,2.32,204.1,490.6
Seoul,2018-11-01,15.6,1000.4,74.7,2.47,144.4,380.3
Seoul,2018-12-01,8.5,1004.6,75.8,2.03,150.3,310.8
Seoul,2019-01-01,7.1,1001.3,66.6,2.33,56.3,215.0
Seoul,2019-02-01,6.6,1003.7,56.3,3.05,117.9,222.8
Seoul,2019-03-01,14.1,1000.8,56.3,2.38,91.0,341.1
Seoul,2019-04-01,16.6,1007.2,49.2,2.69,147.7,284.1
Seoul,2019-05-01,26.3,995.7,59.5,2.13,178.0,396.4
Seoul,2019-06-01,24.9,1003.2,59.0,2.44,222.8,509.7
Seoul,2019-07-01,30.3,1000.1,60.9,2.5,220.0,499.7
Seoul,2019-08-01,24.0,1001.2,67.5,2.55,258.5,547.0
Seoul,2019-09-01,23.9,1006.3,79.6,2.77,182.5,637.1
Seoul,2019-10-01,19.6,1004.5,76.0,2.75,170.3,457.5
Seoul,2019-11-01,12.0,1000.5,76.6,2.74,162.5,447.3
Seoul,2019-12-01,11.0,1007.7,70.2,2.05,147.6,395.6
Seoul,2020-01-01,10.4,998.5,66.7,2.5,141.1,298.3
Seoul,2020-02-01,10.2,995.5,53.7,2.1,141.8,286.5
Seoul,2020-03-01,13.9,1001.4,55.0,3.19,89.9,267.1
Seoul,2020-04-01,19.5,1000.0,49.7,3.11,162.0,256.2
Seoul,2020-05-01,26.9,1002.5,52.0,2.56,160.8,351.4
Seoul,2020-06-01,28.6,1001.3,59.5,2.69,185.4,428.0
Seoul,2020-07-01,27.7,1007.9,67.7,2.5,249.3,464.3
Seoul,2020-08-01,25.3,999.5,78.1,2.62,249.7,603.9
Seoul,2020-09-01,25.7,1006.3,78.2,2.85,236.7,567.9
Seoul,2020-10-01,14.8,1009.0,72.8,2.39,195.9,507.8
Seoul,2020-11-01,11.7,1003.2,68.6,2.35,167.5,408.3
Seoul,2020-12-01,8.8,1010.8,69.1,3.11,168.8,328.4
Seoul,2021-01-01,7.0,1002.4,65.0,2.8,158.7,204.1
Seoul,2021-02-01,9.9,1002.4,54.6,2.29,160.1,134.6
Seoul,2021-03-01,11.7,1008.1,56.1,2.88,120.2,288.0
Seoul,2021-04-01,18.0,1003.2,47.5,2.6,169.4,387.2
Seoul,2021-05-01,24.5,1006.6,56.8,1.92,203.6,328.0
Seoul,2021-06-01,26.6,1003.1,56.6,3.31,172.3,508.9
Seoul,2021-07-01,29.6,1002.2,62.9,2.59,231.8,476.1
Seoul,2021-08-01,26.6,1002.5,65.4,2.46,235.0,527.8
Seoul,2021-09-01,21.4,1008.0,68.9,2.76,245.9,546.2
Seoul,2021-10-01,17.8,1009.0,79.8,2.77,202.6,461.3
Seoul,2021-11-01,12.4,1005.9,72.3,2.01,196.8,368.0
Seoul,2021-12-01,11.6,1000.6,77.7,2.11,143.6,168.7
Seoul,2022-01-01,7.1,1006.0,62.9,2.09,115.7,110.6
Seoul,2022-02-01,8.2,998.7,57.2,2.57,130.1,220.7
Seoul,2022-03-01,12.0,1009.1,54.9,2.0,145.0,282.5
Seoul,2022-04-01,19.4,1003.9,54.6,2.39,132.0,346.6
Seoul,2022-05-01,23.3,994.0,51.5,1.92,183.3,422.3
Seoul,2022-06-01,24.7,1006.7,65.0,2.0,228.0,480.5
Seoul,2022-07-01,27.0,1004.6,65.9,1.86,272.6,705.2
Seoul,2022-08-01,24.5,997.9,75.7,2.48,261.6,559.4
Seoul,2022-09-01,24.0,1000.9,76.8,2.81,241.6,585.3
Seoul,2022-10-01,16.3,1006.3,75.0,2.0,211.6,500.2
Seoul,2022-11-01,13.6,1000.5,74.7,2.27,222.2,480.5
Seoul,2022-12-01,9.9,1003.9,70.2,2.59,173.0,268.5
Seoul,2023-01-01,10.3,1003.1,64.6,2.59,191.4,255.5
Seoul,2023-02-01,6.6,986.1,60.4,3.17,70.1,311.2
Seoul,2023-03-01,14.5,1007.9,56.2,2.63,117.7,132.4
Seoul,2023-04-01,20.8,999.6,47.7,2.42,159.8,224.2
Seoul,2023-05-01,24.0,1001.5,47.8,2.47,189.5,414.7
Seoul,2023-06-01,27.1,1001.9,60.1,2.61,196.1,513.2
Seoul,2023-07-01,27.5,1004.2,59.2,2.74,218.7,669.6
Seoul,2023-08-01,25.3,1008.2,76.4,2.04,285.3,558.9
Seoul,2023-09-01,25.3,1001.1,76.3,1.66,225.0,624.6
Seoul,2023-10-01,18.0,1004.8,80.5,2.08,231.7,302.1
Seoul,2023-11-01,17.1,1001.3,75.4,2.59,183.8,447.8
Seoul,2023-12-01,14.4,1001.1,65.0,1.87,96.1,311.9
Seoul,2024-01-01,8.1,1006.2,66.6,2.85,147.2,312.1
Seoul,2024-02-01,10.4,997.5,52.6,2.35,129.7,239.5
Seoul,2024-03-01,14.8,1002.5,51.6,1.04,188.3,278.1
Seoul,2024-04-01,21.1,1009.6,51.3,2.46,180.1,345.1
Seoul,2024-05-01,24.8,1003.4,55.0,2.16,173.0,307.8
Seoul,2024-06-01,25.8,999.1,60.9,2.95,238.2,491.7
Seoul,2024-07-01,29.8,1003.3,73.0,2.56,220.2,472.2
Seoul,2024-08-01,28.4,1002.0,67.6,2.0,287.3,608.0
Seoul,2024-09-01,24.4,1001.7,76.3,2.54,222.4,476.1
Seoul,2024-10-01,17.7,1013.2,80.4,2.18,182.3,502.5
Seoul,2024-11-01,11.7,1000.3,78.6,1.83,165.4,383.2
Seoul,2024-12-01,10.1,1009.3,74.4,2.39,175.2,374.4
Seoul,2025-01-01,5.7,1003.6,67.7,2.93,158.0,316.4
Seoul,2025-02-01,10.1,1008.8,58.0,3.21,124.4,366.9
Seoul,2025-03-01,13.0,1000.8,52.9,2.86,156.3,222.4
Seoul,2025-04-01,17.9,1011.0,54.3,2.31,170.7,412.4
Seoul,2025-05-01,24.9,1009.5,56.6,2.58,181.3,380.3
Seoul,2025-06-01,26.9,999.2,59.2,2.95,250.6,502.2
Seoul,2025-07-01,27.8,1003.2,65.2,2.28,225.9,658.3
Seoul,2025-08-01,24.7,1006.3,70.6,2.47,253.2,538.5
Seoul,2025-09-01,23.0,1005.9,71.5,2.64,186.0,466.9
Seoul,2025-10-01,13.6,999.8,80.0,3.68,153.2,531.7
Seoul,2025-11-01,13.7,1006.4,72.2,2.9,169.8,315.8
Seoul,2025-12-01,9.2,1003.2,68.2,3.01,160.9,320.6
Incheon,2001-01-01,7.9,1001.3,63.6,1.84,109.3,334.0
Incheon,2001-02-01,10.5,1001.6,58.4,2.2,66.9,275.3
Incheon,2001-03-01,12.5,1009.8,55.4,1.85,133.7,240.9
Incheon,2001-04-01,19.0,997.4,49.5,2.56,109.0,352.3
Incheon,2001-05-01,23.1,996.8,58.2,2.33,177.6,297.5
Incheon,2001-06-01,27.6,1000.0,59.3,1.52,218.7,587.2
Incheon,2001-07-01,28.6,1004.7,63.9,2.7,285.3,552.2
Incheon,2001-08-01,24.5,1000.6,74.1,2.34,221.7,555.9
Incheon,2001-09-01,26.2,1005.3,77.6,1.98,226.1,622.0
Incheon,2001-10-01,16.6,1005.2,77.3,2.54,226.1,533.2
Incheon,2001-11-01,11.5,1004.6,78.2,1.36,231.4,346.3
Incheon,2001-12-01,7.0,999.2,72.3,1.85,169.4,352.7
Incheon,2002-01-01,6.9,1001.6,63.8,2.81,152.8,193.5
Incheon,2002-02-01,9.3,1010.5,57.0,2.47,113.4,366.8
Incheon,2002-03-01,11.8,1000.6,55.1,2.98,95.2,176.4
Incheon,2002-04-01,17.3,1002.1,56.3,1.82,169.5,339.5
Incheon,2002-05-01,22.7,997.0,57.7,2.39,153.5,274.9
Incheon,2002-06-01,29.0,1002.4,65.9,2.22,197.1,449.3
Incheon,2002-07-01,30.1,999.3,62.8,2.32,276.0,681.5
Incheon,2002-08-01,26.1,1000.1,72.0,2.21,280.4,612.8
Incheon,2002-09-01,18.7,995.7,80.0,1.92,274.7,570.5
Incheon,2002-10-01,18.1,1006.5,77.1,2.25,235.2,402.9
Incheon,2002-11-01,13.1,1006.8,74.8,2.31,168.6,391.7
Incheon,2002-12-01,10.2,1004.0,68.4,2.07,153.6,298.4
Incheon,2003-01-01,5.4,1001.2,68.6,2.89,152.9,256.6
Incheon,2003-02-01,8.9,1000.8,62.2,2.27,120.5,265.5
Incheon,2003-03-01,12.5,1002.9,52.3,2.75,125.5,352.6
Incheon,2003-04-01,17.6,1001.0,49.4,2.39,137.9,383.6
Incheon,2003-05-01,25.0,1003.7,61.0,2.69,205.2,365.7
Incheon,2003-06-01,28.1,998.7,55.1,2.59,201.9,451.1
Incheon,2003-07-01,26.2,1001.9,64.7,1.59,245.4,742.0
Incheon,2003-08-01,26.5,994.1,74.4,3.43,255.6,510.7
Incheon,2003-09-01,21.0,999.5,75.7,2.99,234.5,522.3
Incheon,2003-10-01,15.0,1001.0,80.4,2.11,204.0,425.2
Incheon,2003-11-01,16.4,997.4,79.8,2.89,182.0,433.0
Incheon,2003-12-01,12.5,1007.3,67.8,2.3,152.6,279.8
Incheon,2004-01-01,12.1,1004.4,68.6,2.47,121.8,137.1
Incheon,2004-02-01,6.4,1003.8,63.4,2.06,135.6,171.7
Incheon,2004-03-01,14.9,1003.3,56.9,2.07,179.8,209.3
Incheon,2004-04-01,17.7,999.8,57.0,3.14,143.5,312.1
Incheon,2004-05-01,22.4,1009.3,51.3,3.25,168.7,407.6
Incheon,2004-06-01,26.9,1002.4,60.1,2.04,228.2,419.7
Incheon,2004-07-01,31.3,1004.1,63.1,1.84,241.6,555.3
Incheon,2004-08-01,26.3,1005.6,67.4,2.02,240.6,497.1
Incheon,2004-09-01,24.3,1000.2,71.4,2.43,206.9,537.0
Incheon,2004-10-01,16.4,1002.8,83.6,2.66,143.2,502.3
Incheon,2004-11-01,15.4,1002.2,79.7,2.48,174.9,492.3
Incheon,2004-12-01,9.7,1009.2,73.7,2.47,181.0,304.5
Incheon,2005-01-01,10.8,1009.3,63.4,2.53,120.0,264.0
Incheon,2005-02-01,8.3,1007.2,57.7,2.79,113.1,265.3
Incheon,2005-03-01,11.0,1009.3,63.7,2.5,132.1,183.9
Incheon,2005-04-01,16.6,1002.2,51.1,2.14,141.5,413.4
Incheon,2005-05-01,22.1,999.8,51.9,2.23,152.6,397.4
Incheon,2005-06-01,23.5,1011.7,60.6,2.98,280.0,535.5
Incheon,2005-07-01,29.6,1004.1,62.7,2.13,242.3,547.6
Incheon,2005-08-01,24.3,1003.7,72.5,2.7,266.8,616.5
Incheon,2005-09-01,24.8,993.4,79.8,2.28,260.8,650.2
Incheon,2005-10-01,20.3,1001.7,76.2,2.66,227.0,553.2
Incheon,2005-11-01,12.9,999.5,65.5,1.97,173.5,392.4
Incheon,2005-12-01,9.4,1002.9,69.4,1.7,161.5,282.9
Incheon,2006-01-01,8.9,998.6,63.7,2.9,165.2,175.2
Incheon,2006-02-01,9.2,1005.5,53.4,2.22,124.1,244.9
Incheon,2006-03-01,12.4,1003.5,52.3,3.09,147.7,317.0
Incheon,2006-04-01,17.2,1008.2,49.5,2.28,166.0,323.4
Incheon,2006-05-01,20.8,1000.4,56.8,1.97,178.5,403.8
Incheon,2006-06-01,27.6,1000.3,62.9,1.96,245.5,513.5
Incheon,2006-07-01,27.8,1000.0,63.1,2.26,220.6,475.7
Incheon,2006-08-01,26.4,1005.5,73.6,2.3,225.8,517.4
Incheon,2006-09-01,23.0,996.2,72.0,2.21,211.0,490.3
Incheon,2006-10-01,20.2,995.7,80.8,3.38,142.3,484.1
Incheon,2006-11-01,12.6,999.7,75.0,2.61,150.4,301.2
Incheon,2006-12-01,8.3,1005.8,69.6,2.63,112.0,227.0
Incheon,2007-01-01,7.6,1009.6,61.2,2.3,139.0,170.2
Incheon,2007-02-01,8.5,1002.3,57.4,2.09,163.4,140.5
Incheon,2007-03-01,11.4,1006.6,53.4,2.88,117.9,255.2
Incheon,2007-04-01,16.4,995.5,53.9,3.01,178.0,274.9
Incheon,2007-05-01,23.7,1010.1,53.9,2.77,177.5,380.1
Incheon,2007-06-01,27.6,1000.2,62.5,1.85,246.8,443.3
Incheon,2007-07-01,28.8,1002.5,67.3,2.68,228.4,508.0
Incheon,2007-08-01,26.6,1009.6,66.8,2.75,230.3,562.0
Incheon,2007-09-01,22.4,1010.0,75.2,2.61,283.7,557.7
Incheon,2007-10-01,16.1,998.3,76.7,2.86,209.2,420.8
Incheon,2007-11-01,12.4,997.6,73.1,2.7,170.6,421.3
Incheon,2007-12-01,9.4,997.3,72.3,2.21,176.3,302.6
Incheon,2008-01-01,9.1,1006.7,62.3,2.54,116.5,247.1
Incheon,2008-02-01,9.7,1004.0,58.8,2.35,94.9,360.7
Incheon,2008-03-01,13.4,1001.7,45.7,2.31,133.2,299.3
Incheon,2008-04-01,18.6,1008.6,51.2,3.11,130.2,354.6
Incheon,2008-05-01,22.5,990.6,45.3,2.89,227.2,398.9
Incheon,2008-06-01,26.0,1011.7,64.8,2.4,177.6,582.8
Incheon,2008-07-01,27.5,996.9,65.5,2.36,260.9,543.8
Incheon,2008-08-01,24.7,1002.8,69.3,1.72,234.2,627.7
Incheon,2008-09-01,22.6,1002.7,71.8,1.98,222.6,473.0
Incheon,2008-10-01,17.9,998.3,75.7,1.82,183.3,571.4
Incheon,2008-11-01,13.7,1003.5,71.8,3.33,195.8,364.4
Incheon,2008-12-01,12.8,1001.7,70.2,1.88,185.1,224.6
Incheon,2009-01-01,9.7,1002.6,60.3,2.48,93.0,292.9
Incheon,2009-02-01,9.6,1001.3,56.5,2.36,99.2,98.6
Incheon,2009-03-01,13.6,1006.4,61.5,2.71,170.8,355.2
Incheon,2009-04-01,19.1,1005.5,51.8,2.32,91.1,413.4
Incheon,2009-05-01,23.7,997.8,59.7,2.83,185.2,485.5
Incheon,2009-06-01,26.2,1004.8,61.0,1.77,250.2,456.4
Incheon,2009-07-01,26.0,1005.7,61.1,1.91,218.8,576.1
Incheon,2009-08-01,26.7,998.5,69.9,2.59,203.5,526.6
Incheon,2009-09-01,22.7,996.5,69.8,2.33,195.6,519.5
Incheon,2009-10-01,17.4,1005.1,82.2,2.44,213.1,562.9
Incheon,2009-11-01,14.2,1004.1,79.9,2.6,175.5,500.8
Incheon,2009-12-01,8.7,1000.3,72.9,1.88,153.2,379.0
Incheon,2010-01-01,11.2,1006.3,67.0,2.8,141.0,349.8
Incheon,2010-02-01,12.5,1001.1,68.1,2.41,146.5,178.7
Incheon,2010-03-01,12.6,994.7,57.9,2.56,133.6,301.8
Incheon,2010-04-01,18.1,1001.8,55.1,2.53,180.7,372.3
Incheon,2010-05-01,24.4,1000.2,52.2,2.38,153.8,298.9
Incheon,2010-06-01,25.8,1002.5,54.4,2.55,241.0,410.2
Incheon,2010-07-01,29.7,1003.9,66.5,2.62,207.4,615.3
Incheon,2010-08-01,27.0,998.1,71.7,1.84,255.2,590.0
Incheon,2010-09-01,23.6,999.6,74.0,2.18,232.4,564.8
Incheon,2010-10-01,17.3,1000.9,74.3,2.57,175.5,540.6
Incheon,2010-11-01,14.5,1005.5,81.0,2.57,168.9,436.7
Incheon,2010-12-01,9.6,1004.5,71.7,1.9,147.7,323.3
Incheon,2011-01-01,8.5,1004.2,67.3,3.12,124.5,239.3
Incheon,2011-02-01,8.6,1003.1,60.6,2.43,115.2,240.3
Incheon,2011-03-01,13.4,1006.2,52.4,2.17,114.8,179.8
Incheon,2011-04-01,16.4,1002.4,51.0,2.73,171.2,354.3
Incheon,2011-05-01,23.1,1005.9,59.1,2.42,172.5,332.3
Incheon,2011-06-01,26.0,1001.2,53.5,2.05,226.3,486.1
Incheon,2011-07-01,27.7,1004.8,60.6,2.77,223.5,619.6
Incheon,2011-08-01,25.6,1002.9,76.8,2.28,267.5,523.5
Incheon,2011-09-01,19.3,1004.7,70.8,2.2,207.7,527.4
Incheon,2011-10-01,17.8,1000.2,82.9,1.98,211.8,561.0
Incheon,2011-11-01,12.3,1005.8,73.5,2.59,194.2,440.3
Incheon,2011-12-01,10.1,1002.5,78.6,2.86,126.3,283.2
Incheon,2012-01-01,8.1,1009.8,63.6,2.82,172.4,193.1
Incheon,2012-02-01,10.0,1002.5,58.2,2.43,124.1,184.1
Incheon,2012-03-01,12.8,996.1,55.7,2.29,106.6,341.9
Incheon,2012-04-01,18.3,1002.4,48.7,2.29,86.0,242.3
Incheon,2012-05-01,24.3,1001.0,57.0,2.86,181.6,549.6
Incheon,2012-06-01,29.8,998.4,64.9,1.99,179.3,530.0
Incheon,2012-07-01,28.1,1001.2,69.5,2.65,266.2,549.6
Incheon,2012-08-01,26.8,1001.2,71.5,2.67,225.9,555.6
Incheon,2012-09-01,25.0,1004.6,73.9,2.66,249.1,592.3
Incheon,2012-10-01,16.6,995.7,73.3,2.3,208.3,442.4
Incheon,2012-11-01,12.3,1004.2,77.8,2.36,149.1,393.5
Incheon,2012-12-01,10.0,1005.8,62.5,2.09,150.4,321.0
Incheon,2013-01-01,5.6,996.2,64.0,1.29,134.1,292.7
Incheon,2013-02-01,8.6,1002.7,54.4,2.28,88.4,232.9
Incheon,2013-03-01,13.9,1005.3,49.5,2.33,154.2,200.9
Incheon,2013-04-01,20.3,1007.3,45.3,2.1,179.3,258.3
